Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Day,Week,Quarter,DayOfWeek,WeekOfYear,Month_Name,Year_Month,Lag_1,Rolling_Mean_4,Rolling_STD_4
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,8,19,33,3,Friday,33,August,2011-08,1525147.09,1508128.0150000001,113467.60320528776
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,8,26,34,3,Friday,34,August,2011-08,1530761.43,1536246.4324999999,65932.52931605662
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,9,2,35,3,Friday,35,September,2011-09,1464693.46,1517707.8,36940.958732966385
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,2011,9,9,36,3,Friday,36,September,2011-09,1550229.22,1521538.8375,38721.342383566014
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,2011,9,16,37,3,Friday,37,September,2011-09,1540471.24,1517413.425,38287.85456008505
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,2011,9,23,38,3,Friday,38,September,2011-09,1514259.78,1496245.1275,78957.74497687885
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,9,30,39,3,Friday,39,September,2011-09,1380020.27,1457328.28,81792.63036397507
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,10,7,40,4,Friday,40,October,2011-10,1394561.83,1479957.9575,117285.00580521044
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,10,14,41,4,Friday,41,October,2011-10,1630989.95,1474774.4949999999,115711.30667479933
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,2011,10,21,42,4,Friday,42,October,2011-10,1493525.93,1505410.1225,96965.59255011339
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,2011,10,28,43,4,Friday,43,October,2011-10,1502562.78,1518081.9375,79365.57758354135
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,2011,11,4,44,4,Friday,44,November,2011-11,1445249.09,1534641.845,111273.5684345579
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,11,11,45,4,Friday,45,November,2011-11,1697229.58,1559995.085,110332.05812747712
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,2011,11,18,46,4,Friday,46,November,2011-11,1594938.89,1569225.315,105358.03691148979
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,2011,11,25,47,4,Friday,47,November,2011-11,1539483.7,1716243.2075,221252.7136182967
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,2011,12,2,48,4,Friday,48,December,2011-12,2033320.66,1687956.8,231489.63818826282
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,12,9,49,4,Friday,49,December,2011-12,1584083.95,1739142.6725,226651.46314464236
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,2011,12,16,50,4,Friday,50,December,2011-12,1799682.38,1824565.915,187291.29446403368
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,2011,12,23,51,4,Friday,51,December,2011-12,1881176.67,1883782.9975,286477.93220376415
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2011,12,30,52,4,Friday,52,December,2011-12,2270188.99,1862127.69,318201.6369551573
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,1,6,1,1,Friday,1,January,2012-01,1497462.72,1799799.575,356609.57176319556
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,2012,1,13,2,1,Friday,2,January,2012-01,1550369.92,1694405.7,385656.3269904229
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,2012,1,20,3,1,Friday,3,January,2012-01,1459601.17,1475456.9125,65622.25371977451
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,2012,1,27,4,1,Friday,4,January,2012-01,1394393.84,1430922.6300000001,98112.80171398
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,2,3,5,1,Friday,5,February,2012-02,1319325.59,1452415.0625,135350.36507618325
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,2,10,6,1,Friday,6,February,2012-02,1636339.65,1538134.1275,222156.21572786308
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,2012,2,17,7,1,Friday,7,February,2012-02,1802477.43,1644503.1675,232031.96150547982
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,2012,2,24,8,1,Friday,8,February,2012-02,1819870.0,1699518.7275,135053.59847206002
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,2012,3,2,9,1,Friday,9,March,2012-03,1539387.83,1712539.0050000001,129321.15310977964
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,2012,3,9,10,1,Friday,10,March,2012-03,1688420.76,1680777.4375,114636.7671005024
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,2012,3,16,11,1,Friday,11,March,2012-03,1675431.16,1645178.1324999998,70757.10297962656
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,2012,3,23,12,1,Friday,12,March,2012-03,1677472.78,1638098.1925,84878.58274285388
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,2012,3,30,13,1,Friday,13,March,2012-03,1511068.07,1628394.16,79239.059691568
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,2012,4,6,14,2,Friday,14,April,2012-04,1649604.63,1684455.59,160879.6494375326
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,2012,4,13,15,2,Friday,15,April,2012-04,1899676.88,1670345.32,164138.3726400529
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,2012,4,20,16,2,Friday,16,April,2012-04,1621031.7,1672972.77,160788.79931627135
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,2012,4,27,17,2,Friday,17,April,2012-04,1521577.87,1627803.705,191908.1233551689
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,2012,5,4,18,2,Friday,18,May,2012-05,1468928.37,1574014.4825,96978.99308632269
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,2012,5,11,19,2,Friday,19,May,2012-05,1684519.99,1571530.57,95489.12664398883
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,2012,5,18,20,2,Friday,20,May,2012-05,1611096.05,1590111.57,89577.14311157566
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,2012,5,25,21,2,Friday,21,May,2012-05,1595901.87,1611740.615,53905.366668781426
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,2012,6,1,22,2,Friday,22,June,2012-06,1555444.55,1596730.0125000002,29896.966231018472
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,2012,6,8,23,2,Friday,23,June,2012-06,1624477.58,1618263.74,59779.420941282624
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,2012,6,15,24,2,Friday,24,June,2012-06,1697230.96,1626940.0225,57942.295517973784
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,2012,6,22,25,2,Friday,25,June,2012-06,1630607.0,1620040.3375,69736.56759614874
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,2012,6,29,26,2,Friday,26,June,2012-06,1527845.81,1599026.315,79880.49776589034
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,2012,7,6,27,3,Friday,27,July,2012-07,1540421.49,1617182.115,111597.71473643935
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,2012,7,13,28,3,Friday,28,July,2012-07,1769854.16,1591283.875,119204.76594882054
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,2012,7,20,29,3,Friday,29,July,2012-07,1527014.04,1583811.1124999998,125288.86033609518
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,2012,7,27,30,3,Friday,30,July,2012-07,1497954.76,1558486.6675,145577.4371439765
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,8,3,31,3,Friday,31,August,2012-08,1439123.71,1523807.075,80352.0424686347
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,8,10,32,3,Friday,32,August,2012-08,1631135.79,1540156.0575,87552.39926157038
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,2012,8,17,33,3,Friday,33,August,2012-08,1592409.97,1565134.3800000001,85732.77482455326
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,2012,8,24,34,3,Friday,34,August,2012-08,1597868.05,1578884.0475,59042.718439170385
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,2012,8,31,35,3,Friday,35,August,2012-08,1494122.38,1566620.95,48773.574891247714
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,2012,9,7,36,3,Friday,36,September,2012-09,1582083.4,1583960.29,69093.49716391067
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,2012,9,14,37,3,Friday,37,September,2012-09,1661767.33,1563850.4949999999,75137.92360330603
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,2012,9,21,38,3,Friday,38,September,2012-09,1517428.87,1566851.415,71580.26027120216
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,2012,9,28,39,3,Friday,39,September,2012-09,1506126.06,1530595.3800000001,94387.8361130258
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,2012,10,5,40,4,Friday,40,October,2012-10,1437059.26,1532850.04,98580.21760505742
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,2012,10,12,41,4,Friday,41,October,2012-10,1670785.97,1546761.0250000001,99599.48901609963
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,2012,10,19,42,4,Friday,42,October,2012-10,1573072.81,1547246.7025,99339.68881687759
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,2012,10,26,43,4,Friday,43,October,2012-10,1508068.77,1561396.8225,80693.88205626284
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,2010,2,26,8,1,Friday,8,February,2010-02,2124451.54,2066086.9425,134132.4804502037
2,2010-03-05,1991013.13,0,47.17,2.625,211.0067542,8.324,2010,3,5,9,1,Friday,9,March,2010-03,1865097.27,2029592.8599999999,128135.6118084182
2,2010-03-12,1990483.78,0,57.56,2.667,211.037551,8.324,2010,3,12,10,1,Friday,10,March,2010-03,1991013.13,1992761.43,105906.66812927013
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,2010,3,19,11,1,Friday,11,March,2010-03,1990483.78,1948166.265,59249.400797846465
2,2010-03-26,1750197.81,0,51.26,2.732,210.6766095,8.324,2010,3,26,12,1,Friday,12,March,2010-03,1946070.88,1919441.4,114778.12546011778
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,2010,4,2,13,2,Friday,13,April,2010-04,1750197.81,1938235.0475,134810.01372962882
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,2010,4,9,14,2,Friday,14,April,2010-04,2066187.72,1929286.405,131328.74274214404
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,2010,4,16,15,2,Friday,15,April,2010-04,1954689.21,1911508.17,133100.60976577885
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,2010,4,23,16,2,Friday,16,April,2010-04,1874957.94,1929456.45,106224.69573835905
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,2010,4,30,17,2,Friday,17,April,2010-04,1821990.93,1863522.0925,68060.8170205202
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,2010,5,7,18,2,Friday,18,May,2010-05,1802450.29,1885495.2175,109112.25848856647
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,2010,5,14,19,2,Friday,19,May,2010-05,2042581.71,1886943.8224999998,108964.09425707845
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,2010,5,21,20,2,Friday,20,May,2010-05,1880752.36,1905680.365,100160.3327394877
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,2010,5,28,21,2,Friday,21,May,2010-05,1896937.1,1944346.265,73268.97611230091
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,2010,6,4,22,2,Friday,22,June,2010-06,1957113.89,1959335.82,100964.20906609585
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,2010,6,11,23,2,Friday,23,June,2010-06,2102539.93,1995532.42,88596.47888010561
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,2010,6,18,24,2,Friday,24,June,2010-06,2025538.76,2021707.385,60892.58663571272
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,2010,6,25,25,2,Friday,25,June,2010-06,2001636.96,2017410.685,67244.7565538888
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,2010,7,2,26,3,Friday,26,July,2010-07,1939927.09,1992760.8625,36831.01325821877
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,2010,7,9,27,3,Friday,27,July,2010-07,2003940.64,1956601.8275000001,58530.74182292203
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,2010,7,16,28,3,Friday,28,July,2010-07,1880902.62,1917662.5350000001,69387.02002123388
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,2010,7,23,29,3,Friday,29,July,2010-07,1845879.79,1878110.1900000002,93401.30030718325
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,2010,7,30,30,3,Friday,30,July,2010-07,1781717.71,1828186.5699999998,44062.56968690022
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,2010,8,6,31,3,Friday,31,August,2010-08,1804246.16,1855938.41,94463.82853262222
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,2010,8,13,32,3,Friday,32,August,2010-08,1991909.98,1868368.7249999999,95958.57257968193
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,2010,8,20,33,3,Friday,33,August,2010-08,1895601.05,1914023.105,83642.1444473168
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,2010,8,27,34,3,Friday,34,August,2010-08,1964335.23,1928921.6875,59350.57184758314
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,2010,9,3,35,3,Friday,35,September,2010-09,1863840.49,1907096.215,41974.96145655891
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,2010,9,10,36,3,Friday,36,September,2010-09,1904608.09,1892978.1600000001,54698.69244405428
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,2010,9,17,37,3,Friday,37,September,2010-09,1839128.83,1850370.2525,46325.09305391712
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,2010,9,24,38,3,Friday,38,September,2010-09,1793903.6,1815549.435,75797.00359607168
2,2010-10-01,1827440.43,0,69.24,2.603,211.3298742,8.163,2010,10,1,39,4,Friday,39,October,2010-10,1724557.22,1796257.52,51500.152286638266
